Probe_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
cg17872757,0.070253607514838,0.0791170964065249,0.0845997393491897,0.08838818509416399,0.0729732340117621,0.057045206718847,0.036003652835015,0.0594253033555613,0.0410278523277296,0.0725802887648274,0.13670189015572098,0.0745588501466452,0.0642276137724846,,0.0828715560261577,0.0618444405307237,0.0856993614223566,0.0797021969764351,0.0308489920281554,0.0550116165643477,0.0161090400172576,0.0802157479632292,0.0319550796395516,0.0632754303204259,0.073420583939976,0.0345174745381482,0.0624885254808991,0.0366970956137372,0.0363066196990623,0.0703840869524622,0.0130261041990199,0.0222015173456962,0.0224003907136135,0.0992032410971454,0.0272691293881403,0.0243298820458341,0.0801350463927722,0.0561505519958796
cg01588438,0.0721071775325851,0.16407881822053,0.161015164050199,0.172420250805217,0.0945928757189612,0.0996654780303604,0.179929362865601,0.13331821589666,0.102357044814744,0.102284511283181,0.155245787952496,0.118990164904234,0.100237382611501,0.073308307125034,0.153501909589174,0.0967046264706686,0.150287411981044,0.155125850575077,0.125217989510571,0.0757274859477801,0.0875021548295944,,0.13306844520278302,0.184987996961508,0.181757739510651,0.0490874680653767,0.12899637717084,0.0930942297874345,0.101427278820847,,0.0824558886912852,0.0548001947162433,0.105967575413723,0.17390680585817805,0.121388470083252,0.135277345648344,0.15608607272848798,0.127141112211531
cg14015706,0.0413426967844159,0.0249703946796478,0.0483765432853988,0.021717952085401,0.0478965112563224,0.0411546009518005,0.022460756177711004,0.0422244300959965,0.0217733846229345,0.0384729698011119,0.0417845516697824,0.0369291511592076,0.0317345207812656,0.0366138597169751,0.0326764758672344,0.0291482553735944,0.0410721595024281,0.0176552058932282,0.0156752271522558,0.0166940318253382,0.0289315348994997,,0.0207771041070481,0.0164930401363031,0.0257073513678531,0.0117042543222915,0.0186523916004727,0.0288547937356698,0.0205009754543923,,0.0415323833256165,0.0173769227055321,0.0110347847636519,0.045160217148702005,0.0311485022113764,0.0345581064471743,0.0508137226035705,0.0405581574625114
cg11641611,0.10261308263901,0.1123501916873,0.130699180641669,0.0995394988976194,0.111012484875745,0.109753730730741,0.0793677250950655,0.0991621849208599,0.0659438813187332,0.0522421146056963,0.11193007690319902,0.14430303827985802,0.0888494659680009,0.109851342243952,0.102328152910079,0.0638282509752268,0.165230437344706,0.122236949530314,0.06936499791603701,0.0635365206285722,0.0697619573729853,0.0656148395100085,0.0669765954833308,0.0678138479639885,0.0972928804635126,0.0591479298158674,0.0749276798506201,0.15653226759275102,0.0648206318855455,0.159359052929561,0.0778064299858992,0.07523063205742099,0.0587179975294365,0.13435110179163498,0.0425700190753365,0.0637951910169241,0.109875882708895,0.08774725899886299
cg17892556,0.109806440428017,0.14172571382358,0.110238553951862,0.0672980586538248,0.0699612495055832,0.0668915259095688,0.0592145844995067,0.0731801732155033,0.0410318814405351,0.06084328136782701,,0.0703790411963436,0.0638838624487533,0.144823395332623,0.0828086204308692,0.0586136472141542,0.0690643567564104,0.113378622052065,0.176261664319355,0.0433223065191858,0.0572669726030484,,0.0799276359995956,0.0985958598786298,0.126025610330733,0.0419910373694602,0.122067161805399,0.06929801788807201,0.0545156720232459,0.135404733108135,0.0818106980408587,0.0386730998625676,0.0591788027348713,0.100446464105704,0.0530505249784995,0.0424692740372243,0.0809954850293758,0.077862960046485
cg18601167,0.0845551061678463,0.0919260700389105,0.105798329500061,0.15031242767877806,0.0895074946466809,0.0738536453401867,0.141156867412521,0.101125118611902,0.0900830330565565,0.0960805246301662,,0.122839594343665,0.0936572962282808,0.091694256513603,0.137369033760186,0.107009480034473,0.138022873257089,0.102336711711712,0.0634100516674495,0.0682387787650946,0.0791811944663142,0.161668681983071,0.0626799932237845,0.17506934247022402,0.115435731915702,0.0677927672599478,0.0910216718266254,0.0844622452585699,0.046421663442940006,,0.0983433734939759,0.0617385352498289,0.0693099738742892,0.0934423494076422,0.0708531974354759,0.0622703144140465,0.0820552147239264,0.124226083483124
cg21900495,0.0482412489297038,0.10362808318719,0.0863799313934033,0.10887086230686302,0.0958427233798722,0.0581916462495523,0.0395368871362671,0.0526176442000585,0.0526113767077521,0.0870615746088313,0.0627200275896093,0.0718830149906894,0.0692668328576985,0.102097723929235,0.0622455298891864,0.0548419597088292,0.0829109937242433,0.0201611140815642,0.024115777681663,0.0890384411848756,0.0544749556765199,,0.0279608967448481,0.0394164825574599,0.0571213366006714,0.0229055364796626,0.0248063384348467,0.0122449962626911,0.0223437712515757,0.0521717765652061,0.0447563796433867,0.0318543068198058,0.019950733106523,0.0304429347001946,0.0412240896076784,0.0595047588483706,0.0346434261855182,0.0741141726210411
cg26256223,0.0477605452019917,0.0949729111173291,0.0332242877824963,0.0639321064068781,0.0587992141756772,0.045236382199253,0.0442898532758381,0.0473943757795661,0.0303114413241606,0.0356934072886175,,0.127905489549599,0.0887313927470712,0.10905971657125,0.0523915927144742,0.061308335234748,0.0312974334496082,0.0510334912409388,0.18145115200370696,0.0272718507227535,0.0202429887234113,,0.0214396452062187,0.0350138428496103,,0.0180159643653681,0.111030424926,0.0284799401017293,0.0617172135816335,,0.0488930873988838,0.0223802609098179,0.0289232524401012,0.125538480769987,0.0388715507473473,0.0315522858574611,0.0257432000686087,0.0343240465505291
cg02030008,0.0665765190288971,0.18145904062249,0.17073646381642402,0.153095482053333,0.185034866477374,0.125572496573271,0.120868773538849,0.168019856670761,0.0969764625803557,0.0745581129582125,,0.160447501842663,0.133441132945737,0.175128400128645,0.133622853977386,0.115358756214596,0.155231173271246,0.202596891978947,0.0795958531012271,0.0804777041931399,0.0848849401766338,0.0830844751544942,0.0831230506230859,0.201023224236064,0.182921293425076,0.043619356826909,0.104824959330964,0.0687774190495374,0.0552855723475066,0.117265384335218,0.0327184452712332,0.0735647361182939,0.0701654500366325,0.15478053672854,0.116338930666179,0.113011568790768,0.109899082037293,0.127842029705047
cg09296001,0.0429261898910461,,0.0509826030927835,0.110154643102003,0.0555266805266805,0.0595238095238095,0.0637223526065002,0.0414858531504947,0.0704531961211162,0.0401188707280832,,0.112054329371817,0.0981497056349874,0.06767686157850701,0.0867903316469927,0.0490516010605752,0.0453606218636229,0.0508237922368054,0.11605723370429302,0.0285340716812798,0.0454975555906009,,0.0459397237337798,,,0.0128516350135656,0.1929516963268169,0.0326996792615192,0.038537160833661,0.102250296091591,0.0532319391634981,0.027158273381295,0.0556276494506445,0.123275344931014,0.0411449016100179,0.0371248962163444,0.0333803479078514,0.0478147179678745
