Probe_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
cg17872757,0.011254520181207275,0.02011800907289417,0.025600652015558972,0.029389097760533264,0.013974146678131377,-0.001953880614783729,-0.022995434498615727,0.0004262160219305755,-0.01797123500590113,0.013581201431196677,0.07770280282209026,0.01555976281301448,0.005228526438853881,0.08804691422723425,0.023872468692526974,0.0028453531970929757,0.02670027408872587,0.020703109642804376,-0.028150095305475326,-0.003987470769283026,-0.04289004731637312,0.02121666062959847,-0.027044007694079122,0.004276342986795176,0.014421496606345272,-0.024481612795482527,0.0034894381472683755,-0.022301991719893527,-0.022692467634568426,0.011384999618831479,-0.045972983134610824,-0.03679756998793453,-0.036598696620017225,0.040204153763514675,-0.031729957945490425,-0.03466920528779663,0.02113595905914148,-0.002848535337751125
cg01588438,-0.050200071678128705,0.0417715690098162,0.0387079148394852,0.0501130015945032,-0.027714373491752597,-0.022641771180353404,0.05762211365488719,0.011010966685946186,-0.019950204395969798,-0.0200227379275328,0.032938538741782195,-0.003317084306479798,-0.022069866599212798,-0.0489989420856798,0.031194660378460207,-0.025602622740045197,0.027980162770330205,0.032818601364363195,0.0029107402998572035,-0.0465797632629337,-0.034805094381119395,0.3362355733332742,0.01076119599206922,0.0626807477507942,0.059450490299937195,-0.0732197811453371,0.006689127960126204,-0.029213019423279307,-0.020879970389866803,0.1672575405323352,-0.0398513605194286,-0.0675070544944705,-0.016339673796990806,0.051599556647464254,-0.0009187791274617996,0.01297009643763021,0.033778823517774184,0.004833863000817187
cg14015706,0.010948865646257123,-0.005423436458510976,0.017982712147240027,-0.008675879052757775,0.01750268011816362,0.010760769813641723,-0.007933074960447772,0.011830598957837727,-0.008620446515224277,0.008079138662953126,0.011390720531623624,0.006535320021048823,0.0013406896431068273,0.006220028578816327,0.002282644729075623,-0.0012455757645643759,0.010678328364269327,-0.012738625244930576,-0.014718603985902974,-0.013699799312820577,-0.001462296238659077,0.1205375400908262,-0.009616727031110675,-0.013900791001855674,-0.004686479770305677,-0.018689576815867276,-0.011741439537686076,-0.0015390374024889762,-0.009892855683766476,0.07490303915060822,0.011138552187457722,-0.013016908432626675,-0.019359046374506875,0.014766386010543229,0.0007546710732176248,0.004164275309015527,0.020419891465411722,0.010164326324352626
cg11641611,0.009547674635195125,0.019284783683485116,0.03763377263785411,0.006474090893804518,0.017947076871930118,0.016688322726926122,-0.013697682908749384,0.0060967769170450214,-0.02712152668508168,-0.04082329339811858,0.018864668899384138,0.05123763027604314,-0.004215942035813977,0.01678593424013712,0.009262744906264123,-0.029237157028588076,0.07216502934089111,0.029171541526499117,-0.023700410087777873,-0.029528887375242688,-0.023303450630829586,-0.02745056849380638,-0.026088812520484075,-0.025251560039826385,0.00422747245969772,-0.03391747818794748,-0.018137728153194782,0.06346685958893614,-0.02824477611826938,0.06629364492574613,-0.015258978017915675,-0.01783477594639389,-0.03434741047437838,0.0412856937878201,-0.05049538892847838,-0.02927021698689078,0.016810474705080125,-0.005318149004951894
cg17892556,0.028075690736142744,0.059994964131705755,0.028507804259987737,-0.014432691038049464,-0.011769500186291054,-0.014839223782305455,-0.022516165192367557,-0.00855057647637096,-0.04069886825133916,-0.020887468324047247,0.11370335844953873,-0.01135170849553066,-0.01784688724312096,0.06309264564074875,0.0010778707389949432,-0.02311710247772006,-0.012666392935463858,0.031647872360190746,0.09453091462748074,-0.038408443172688454,-0.024463777088825855,0.3374203446992278,-0.00180311369227866,0.016865110186755544,0.04429486063885875,-0.03973971232241406,0.04033641211352475,-0.01243273180380225,-0.027215077668628358,0.05367398341626074,7.99483489844488e-05,-0.043057649829306655,-0.02255194695700296,0.018715714413829743,-0.02868022471337476,-0.039261475654649956,-0.0007352646624984582,-0.0038677896453892524
cg18601167,-0.012526811257005138,-0.005155847385940937,0.008716412075209568,0.053230510253926624,-0.007574422778170539,-0.02322827208466474,0.04407494998766957,0.004043201187050566,-0.006998884368294933,-0.001001392794685238,0.14501215645237459,0.02575767691881356,-0.0034246211965706375,-0.00538766091124844,0.040287116335334563,0.009927562609621562,0.04094095583223757,0.00525479428686057,-0.03367186575740194,-0.028843138659756837,-0.01790072295853723,0.06458676455821956,-0.03440192420106694,0.07798742504537258,0.018353814490850565,-0.029289150164903632,-0.00606024559822603,-0.012619672166281529,-0.05066025398191143,0.09357956117437057,0.0012614560691244642,-0.03534338217502254,-0.027771943550562242,-0.00363956801720923,-0.026228719989375537,-0.03481160301080494,-0.01502670270092503,0.027144166058272565
cg21900495,-0.006412812849839106,0.04897402140764709,0.0317258696138604,0.054216800527320114,0.04118866160032929,0.003537584470009396,-0.015117174643275805,-0.0020364175794844036,-0.002042685071790805,0.03240751282928839,0.008065965810066397,0.017228953211146494,0.01461277107815559,0.04744366214969209,0.007591468109643493,0.00018789792928629312,0.0282569319447004,-0.034492947697978706,-0.030538284097879908,0.03438437940533269,-0.00017910610302300511,0.1299000530151131,-0.026693165034694807,-0.015237579222083006,0.002467274821128497,-0.03174852529988031,-0.029847723344696205,-0.04240906551685181,-0.0323102905279672,-0.002482285214336806,-0.00989768213615621,-0.022799754959737108,-0.03470332867301991,-0.024211127079348305,-0.013429972171864507,0.004850697068827695,-0.020010635594024703,0.019460110841498193
cg26256223,-0.007658018423969022,0.03955434749136837,-0.022194275843464423,0.008513542780917378,0.0033806505497164727,-0.010182181426707723,-0.011128710350122625,-0.008024187846394623,-0.025107122301800126,-0.019725156337343223,0.3374300114709034,0.07248692592363826,0.03331282912111048,0.05364115294528928,-0.003026970911486522,0.005889771608787273,-0.024121130176352527,-0.004385072385021928,0.12603258837774622,-0.028146712903207225,-0.035175574902549425,0.3228699828554713,-0.03397891841974203,-0.020404720776350423,0.17953233867964827,-0.037402599260592626,0.05561186130003928,-0.026938623524231424,0.0062986499556727735,0.16030699437793328,-0.006525476227076922,-0.033038302716142824,-0.026495311185859526,0.07011991714402627,-0.016547012878613425,-0.023866277768499623,-0.029675363557352025,-0.021094517075431626
cg02030008,-0.052394529534157755,0.06248799205943514,0.05176541525336917,0.03412443349027816,0.06606381791431915,0.006601448010216143,0.0018977249757941572,0.04904880810770615,-0.021994585982699155,-0.044412935604842343,0.16594637168444815,0.04147645327960814,0.014470084382682158,0.05615735156559015,0.014651805414331143,-0.003612292348458848,0.03626012470819115,0.08362584341589216,-0.039375195461827744,-0.038493344369914945,-0.03408610838642105,-0.03588657340856065,-0.03584799793996894,0.08205217567300915,0.06395024486202114,-0.07535169173614585,-0.014146089232090847,-0.050193629513517454,-0.06368547621554825,-0.0017056642278368422,-0.08625260329182165,-0.045406312444760955,-0.04880559852642234,0.035809488165485154,-0.0026321178968758546,-0.005959479772286849,-0.009071966525761851,0.00887098114199214
cg09296001,-0.020070130260513658,0.17596835281101425,-0.012013717058776262,0.04715832295044324,-0.00746963962487926,-0.0034725106277502596,0.000726032454940434,-0.021510467001065056,0.007456875969556437,-0.02287744942347656,0.27860747544616926,0.04905800922025724,0.03515338548342764,0.004680541426947252,0.023794011495432935,-0.013944719090984561,-0.01763569828793686,-0.012172527914754358,0.05306091355273326,-0.034462248470279955,-0.017498764560958863,0.26038814188952825,-0.017056596417779957,0.16334270845277923,0.18447301413449524,-0.05014468513799416,0.12995537617525715,-0.030296640890040562,-0.024459159317898757,0.039253975940031244,-0.009764380988061656,-0.03583804677026476,-0.007368670700915257,0.06027902477945424,-0.021851418541541857,-0.02587142393521536,-0.029615972243708356,-0.015181602183685257
