Probe_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
cg27260772,0.0834834834834835,0.143690939410784,0.141945773524721,0.141461342395922,0.116366866533422,0.110985277463194,0.122452565003514,0.0869722121977625,0.143279658232008,0.0748544496811755,0.0659223817118554,0.0991586538461538,0.103062712688381,0.10070257611241196,,0.0674911660777385,0.0877279448003943,0.078011144449207,0.105990783410138,0.125506072874494,0.10681616996164098,,0.0699361578641904,0.10224358974359,0.108352144469526,0.0729251700680272,0.0401203610832497,0.0968342644320298,0.114623338257016,0.10222077073808,0.0573047858942065,0.0775215337593776,0.03470715835141,0.0525087514585764,0.074230060542248,0.0831946755407654,0.0921686746987952,0.0836373842267752,0.0635138850701127,0.0859538784067086,0.122262773722628,0.0857715430861723
cg26107890,0.0217772581116633,0.0432116371933828,0.0413373860182371,0.0404374364191251,0.0197376059445025,,,0.0322310590205107,0.0240399625351233,0.0308235671857441,0.031269641734758,0.0272022773999684,0.0350755580202412,0.0217419438333118,0.0391680582966449,0.0360604885614579,0.0423600605143722,0.0161321298252353,0.0532407407407407,0.0322334249923617,0.0407348242811502,0.0477917981072555,0.032258064516129,0.0128952481893658,0.0250185048112509,0.0456880988751562,0.0366205305651672,0.0279227189395008,0.028929889298893,0.0319028340080972,0.0469965764083411,0.0392260102672107,0.0167862047916985,0.0311450381679389,0.0269526155629619,0.0245461518793148,0.0276521514407546,0.0338893301562086,0.037202380952381,0.0304155614500442,0.0548253199584919,0.0224327982982015
cg20555674,0.102616187857134,0.0425806455409921,0.092492353626575,0.126499240593732,0.0725408624002361,0.0794227233733662,0.0956897276626979,0.061074276924068,0.0548409528435837,0.14309848976575698,0.0737862147513895,0.0849782239731832,0.114228307273516,,0.102324322603129,,0.0663609702708829,0.0979760820446012,0.100472008808207,0.0778895405162748,0.0838451946514656,0.0728277945893404,0.0622543857924993,0.0664843591282075,0.0682684369662552,,0.0565195643261046,0.0722697696941752,0.0972390196158864,0.0758837974150276,0.113126392109918,0.0774491699360352,0.0688093354740335,0.0970361313362031,0.0541930771058863,0.0849216649162629,0.12690480179161806,0.109750826737155,0.0930316118186227,0.0715836201782044,0.0459199873652105,0.0446423055620073
cg22399133,0.0876524390243902,0.0597903763696999,0.106237148732008,0.0921409214092141,0.10929951690821303,0.0727861771058315,,0.0846979107848673,0.0982923781757601,0.0960912052117264,0.0523518469306404,0.0645488340655627,0.0512280701754386,0.0775215337593776,0.100925147182506,0.0514596734289955,0.0497465145754119,0.0447524752475248,0.0886792452830189,0.0853451207072424,0.092797783933518,0.0875042560435819,0.0597539543057996,0.0724339169241332,0.10253968253968304,0.0990527740189445,0.0518814139110604,0.0284124194493263,0.0749834107498341,0.0678195998643608,0.0499173553719008,0.0485044462409054,0.0345751809166443,0.0537560303239145,0.0591809775429326,0.0434550786456945,0.0944272445820433,0.0552631578947368,0.0593175853018373,0.0936444580902671,0.0550314465408805,0.0441025641025641
cg08204023,0.0942004235151608,0.13886031366751905,0.0504983449773097,0.0728080251209628,0.0911713197859197,0.0691849273795515,0.105143688393263,0.0848577166857089,0.141142374650089,0.100102972678067,0.0568886015872548,0.0986464863003618,0.100383289729655,0.0818794643724899,,0.0596589825920447,0.0439749130959418,0.0523391599882396,0.126923503057723,,0.0753075940735507,0.0746052934209852,0.0877598021135481,0.116134329618365,,0.0653833201753033,0.0461932556346303,0.0713728167944951,0.0779708385645788,0.110881258875886,0.0713626638642539,0.0858121044977282,0.092613600838608,0.0962801155624897,0.0787707359626761,0.0883018000244664,,0.0940964952910068,0.0779130472325668,0.101844390809936,0.0756543732797857,0.07812042495156599
cg10512745,,0.0832715820674324,0.0533784521340465,0.0623185600928972,0.0459723352318959,0.0428845959340548,0.0509181969949917,0.045859452325965,0.0351304846572985,0.0445841669048299,0.0367030734061468,0.0595665470017285,0.0448349667680523,0.0566974595842956,,0.0491443615620886,,0.0415045395590143,0.0414258188824663,0.0408022130013831,0.037852809285149,0.0698746578302838,0.03895754970446,0.0405926840561815,0.0731164859605227,0.0528277071459886,0.0264472882388787,0.0304819277108434,0.0711578947368421,0.0421368375946293,0.0276914764284749,0.0292523010969613,0.0342887056667975,0.0521686381558993,0.0207387409498098,0.0613920285544319,0.0362758195457815,0.0373736080890823,,0.05988177846312,0.041445142580957,0.0539126201776804
cg22674699,0.0265665374677003,0.0844386181369525,0.073094688221709,0.0739451476793249,0.13922888616891102,0.0968870548129542,0.0696885599753315,0.0332496863237139,0.118120805369128,0.0565529622980251,0.0303750660327522,0.062483167250202,0.0790291038766824,0.0939745715865119,,0.0453464404629776,0.0365788773610003,0.0347416201117318,0.0779742765273312,0.14897959183673498,0.0945174186179326,,0.0694027815653122,0.08750592323487598,0.103126268777913,0.0319823545629997,0.0589711417816813,0.0309620346479912,0.0767228387450336,0.12124206069160195,0.037989711119905,0.0723824786324786,0.0484353741496599,0.0690373663008751,0.0441772317344138,,0.0996110630942092,0.0728744939271255,0.0995359628770302,0.10722933241092998,0.0621799561082663,0.0402027823626503
cg21039708,0.0884353741496599,0.128083080917352,0.19902723735408606,0.183194154488518,0.181365146481426,0.115967741935484,0.20673259794598686,0.102825517040489,0.134187810619932,0.142533936651584,0.145859342488556,0.134995064165844,0.122047987908558,0.219339622641509,,0.164689655172414,0.107111692844677,0.0582554517133956,0.16317365269461098,0.17886838369499106,0.147155003270111,0.17569786535303802,0.126940004632847,0.116069190273251,0.120979356697072,0.0624172915747684,0.0975199663724254,0.10154061624649904,0.111210963828353,0.12227722772277196,0.0805799857380556,0.0805555555555556,0.0890444015444015,0.133007334963325,0.0601381552214547,0.133589329021827,0.15956084172003698,0.146495474636919,0.121491733948481,0.123221216041397,0.15130674002751,0.21019509125236
cg11201447,0.8262806749910091,0.6752595225105479,0.694930622649067,0.732113076311607,0.6957692972757061,0.7873577836043729,0.6707592740788101,0.7409710123874879,0.7336587473955509,0.7138731228752321,0.8396787748059559,0.8333784352939491,0.7017577492695141,0.766137965633054,,0.76082136467251,0.8520384438916201,0.8057112995880151,0.778215726319501,0.606334175446581,0.722285530954067,,0.800186080321773,0.827006032689622,0.705254941411697,0.8607189126656071,0.8037350562295491,0.7773433483538801,0.8512327321581941,0.783405667615286,0.90462151670249,0.8024195987656321,0.871976561715073,0.879549650968402,0.7648145382762641,0.761800688828476,0.614572828049433,0.7860205798594491,0.671126897950173,0.8036229633282141,0.7835111077295409,0.74998498281249
cg20691722,0.190462064531495,0.0326626975807712,0.17300080322533998,0.17579666263969498,0.0631712479137874,0.0707076793140108,0.201357662630163,0.0640251359492819,0.0669288570363248,0.211963825514064,0.182212935676258,0.0921585429887175,0.0900713303781883,0.0841726454282378,,0.13664775488780198,0.101397619772727,0.0509394287881527,0.173893807727086,0.11240139262614696,0.110381692428185,,0.0732760785334317,0.0797928617682412,0.0903562085646697,0.135901366474689,0.102066478815104,0.0404371935033092,0.0560661096674573,0.134117399865629,0.034274630471082,0.0711851795575444,0.0513913174412832,0.0619373412401437,0.0474425441345342,0.06896058323464999,0.114432712117374,0.0511326180996654,0.17393094066198994,0.0577059433473269,0.0464509755582854,0.0418928723541063
cg08668790,0.0479202056110654,,0.11831465595800594,0.131244913283641,0.0781465974775573,0.13001511577950806,0.125575677272178,0.085013972979601,0.0777314445645769,0.12405995067306802,0.135540426305288,0.0982926023374439,0.104977510726204,0.158078880885859,,0.111851959964268,0.124092248286192,0.0781883709689483,0.121429962673025,0.161603625883141,0.0613622093259195,0.0869905041886906,0.0723235071244571,0.109998877264141,0.11405595636972,0.0328635374528492,0.145865275820703,0.13155320495017098,0.131055852833036,0.0754857817782008,0.0742744906264379,0.10900772720615,0.08361241933437599,0.12095174792601,0.09667945299555496,0.10461109712213698,0.0816758755414454,0.118567358892692,0.11391828236111096,0.0579952100731576,0.0862528262495146,0.0568130216439283
cg17774559,0.0726800154023874,0.252330801104972,0.183802077255222,0.26177298766870605,0.305838243170862,0.100635696821516,0.1208658389188,0.0933354901326432,0.159305144088338,0.0935804103242886,0.0726662189388852,0.144309447061741,0.220827018835246,0.2332323669407181,0.2333602491636869,0.0903338079417814,0.0916993830622546,0.111393692777213,0.160324288550629,0.220506569145334,0.275944524151124,0.156939367200303,0.145525800130634,0.171499154856326,0.19275184275184304,0.108805668016194,0.0742876526458616,0.0862281350086228,0.0704658658072077,0.15474494157879698,0.0741303147432358,0.17631041524846802,0.196559198049309,0.0859471094710947,0.114941148210425,0.15859748154581,0.162848230612025,0.137238493723849,0.147652455477604,0.15229693741677802,0.0920195439739414,0.122428991185113
