Probe_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
cg27260772,-0.009664343398313666,0.05054311252898684,0.04879794664292385,0.04831351551412484,0.023219039651624834,0.017837450581396838,0.029304738121716842,-0.006175614684034672,0.050131831350210834,-0.01829337720062167,-0.02722544516994177,0.006010826964356633,0.00991488580658384,0.007554749230614791,,-0.025656660804058665,-0.005419882081402871,-0.01513668243259017,0.012842956528340832,0.032358245992696835,0.013668343079843812,,-0.023211669017606767,0.009095762861792839,0.015204317587728833,-0.02022265681376996,-0.05302746579854747,0.003686437550232638,0.02147551137521883,0.009072943856282822,-0.03584304098759067,-0.01562629312241956,-0.058440668530387166,-0.04063907542322077,-0.01891776633954917,-0.009953151341031766,-0.0009791521830019717,-0.009510442655021961,-0.029633941811684467,-0.007193948475088571,0.029114946840830838,-0.007376283795624869
cg26107890,-0.010970564070159065,0.010463815011560434,0.008589563836414738,0.007689614237302737,-0.013010216237319867,,,-0.0005167631613116688,-0.008707859646699064,-0.0019242549960782653,-0.0014781804470643672,-0.0055455447818539665,0.002327735838418832,-0.011005878348510564,0.006420236114822536,0.003312666379635537,0.009612238332549837,-0.016615692356587067,0.020492918558918334,-0.0005143971894606622,0.007987002099327838,0.015043975925433134,-0.0004897576656933689,-0.019852573992456567,-0.007729317370571465,0.012940276693333835,0.0038727083833448375,-0.004825103242321566,-0.003817932882929368,-0.0008449881737251641,0.014248754226518737,0.006478188085388331,-0.015961617390123865,-0.0016027840138834668,-0.005795206618860467,-0.008201670302507565,-0.005095670741067766,0.0011415079743862314,0.004454558770558635,-0.002332260731778165,0.022077497776669536,-0.010315023883620867
cg20555674,0.01974869100227647,-0.04028685131386543,0.009624856771717469,0.04363174373887446,-0.010326634454621425,-0.003444773481491331,0.012822230807840368,-0.02179321993078953,-0.02802654401127383,0.06023099291089945,-0.009081282103468036,0.0021107271183256754,0.03136081041865846,,0.01945682574827147,,-0.016506526583974626,0.015108585189743673,0.017604511953349458,-0.004977956338582737,0.0009776977966080708,-0.010039702265517134,-0.020613111062358233,-0.016383137726650024,-0.014599059888602328,,-0.026347932528752928,-0.01059772716068233,0.014371522761028863,-0.006983699439829932,0.03025889525506048,-0.005418326918822325,-0.014058161380824025,0.014168634481345574,-0.028674419748971232,0.002054168061405376,0.04403730493676053,0.02688332988229747,0.010164114963765167,-0.011283876676653135,-0.03694750948964703,-0.03822519129285023
cg22399133,0.016874359210439158,-0.010987703444251137,0.03545906891805696,0.021362841595263055,0.03852143709426199,0.0020080972918804646,,0.013919830970916258,0.02751429836180906,0.02531312539777536,-0.01842623288331064,-0.006229245748388346,-0.019550009638512438,0.006743453945426567,0.03014706736855495,-0.019318406384955536,-0.021031565238539142,-0.02602560456642624,0.017901165469067865,0.014567040893291361,0.02201970411956697,0.016726176229630865,-0.01102412550815144,0.0016558371101821623,0.031761602725732,0.028274694204993456,-0.018896665902890637,-0.04236566036462474,0.004205330935883059,-0.0029584799495902397,-0.02086072444205024,-0.02227363357304564,-0.03620289889730674,-0.017022049490036537,-0.011597102271018442,-0.02732300116825654,0.023649164768092257,-0.01551492191921424,-0.011460494512113742,0.02286637827631606,-0.01574663327307054,-0.02667551571138694
cg08204023,0.009067719063484816,0.053727609215843075,-0.03463435947436628,-0.012324679330713184,0.006038615334243727,-0.015947777072124483,0.020010983941587013,-0.00027498776596707186,0.05600967019841302,0.014970268226391012,-0.02824410286442118,0.013513781848685819,0.015250585277979012,-0.003253240079186079,,-0.02547372185963128,-0.04115779135573418,-0.03279354446343638,0.041790798606047036,,-0.009825110378125279,-0.010527411030690784,0.0026270976618721215,0.03100162516668903,,-0.019749384276372683,-0.038939448817045676,-0.013759887657180878,-0.007161865887097177,0.02574855442421002,-0.01377004058742208,0.0006794000460522281,0.007480896386932015,0.011147411110813715,-0.006361968488999878,0.003169095572790423,,0.008963790839330826,-0.00721965721910918,0.01671168635826001,-0.009478331171890272,-0.007012279500109991
cg10512745,,0.03661727922318603,0.006724149289800127,0.015664257248650823,-0.0006819676123504745,-0.0037697069101915726,0.004263894150745323,-0.0007948505182813759,-0.011523818186947879,-0.002070135939416476,-0.009951229438099576,0.012912244157482121,-0.0018193360761940766,0.01004315674004922,,0.0024900587178422265,,-0.005149763285232076,-0.005228483961780078,-0.005852089842863277,-0.008801493559097373,0.02322035498603743,-0.0076967531397863775,-0.006061618788064875,0.026462183116276322,0.006173404301742222,-0.020207014605367675,-0.016172375133402975,0.024503591892595725,-0.004517465249617075,-0.018962826415771475,-0.017402001747285074,-0.012365597177448874,0.005514335311652921,-0.025915561894436577,0.014737725710185522,-0.010378483298464879,-0.009280694755164076,,0.013227475618873628,-0.005209160263289374,0.007258317333434024
cg22674699,-0.04546793014364742,0.012404150525604785,0.00106022061036129,0.0019106800679771913,0.0671944185575633,0.02485258720160649,-0.00234590763601622,-0.03878478128763381,0.04608633775778029,-0.01548150531332261,-0.04165940157859552,-0.009551300361145716,0.006994636265334683,0.021940103975164188,,-0.02668802714837011,-0.03545559025034741,-0.037292847499615915,0.005939808915983488,0.07694512422538727,0.022482951006584886,,-0.002631686046035517,0.015471455623528266,0.03109180116656529,-0.04005211304834801,-0.013063325829666413,-0.04107243296335651,0.004688371133685892,0.04920759308025424,-0.034044756491442715,0.000348011021130884,-0.023599093461687815,-0.002997101310472608,-0.027857235876933915,,0.027576595482861482,0.0008400263157777865,0.02750149526568249,0.03519486479958227,-0.009854511503081413,-0.031831685248697415
cg21039708,-0.04443503552232875,-0.004787328754636666,0.06615682768209741,0.05032374481652935,0.04849473680943736,-0.01690266773650466,0.07386218827399821,-0.030044892631499648,0.0013174009479433313,0.009663526979595355,0.01298893281656735,0.002124654493855349,-0.01082242176343065,0.08646921296952034,,0.031819245500425336,-0.025758716827311665,-0.07461495795859305,0.030303243022622328,0.0459979740230024,0.014284593598122342,0.04282745568104937,-0.005930405039141662,-0.01680121939873766,-0.01189105297491666,-0.07045311809722025,-0.03535044329956326,-0.03132979342548961,-0.021659445843635647,-0.010593181949216698,-0.05229042393393306,-0.05231485411643305,-0.04382600812758715,0.0001369252913363539,-0.07273225445053395,0.0007189193498383373,0.02669043204804833,0.01362506496493035,-0.011378675723507647,-0.009649193630591663,0.018436330355521335,0.07732468158037131
cg11201447,0.05777474283137385,-0.09324640964908737,-0.07357530951056823,-0.036392855848028205,-0.07273663488392912,0.018851851444737666,-0.09774665808082517,-0.027534919772147393,-0.03484718476408433,-0.05463280928440317,0.07117284264632062,0.06487250313431381,-0.06674818289012119,-0.002367966526581222,,-0.0076845674871252045,0.08353251173198484,0.037205367428379876,0.009709794159865726,-0.16217175671305428,-0.04622040120556825,,0.03168014816213771,0.058500100529986776,-0.06325099074793827,0.09221298050597182,0.03522912406991385,0.00883741619424483,0.08272679999855881,0.014899735455650709,0.13611558454285477,0.03391366660599682,0.10347062955543773,0.11104371880876673,-0.0036913938833711413,-0.006705243331159294,-0.15393310411020222,0.017514647699813812,-0.09737903420946226,0.035117031168578894,0.01500517556990566,-0.01852094934714521
cg20691722,0.09253443597032127,-0.06526493098040254,0.07507317466416624,0.07786903407852125,-0.03475638064738633,-0.027219949247162936,0.10343003406898926,-0.033902492611891835,-0.030998771524848936,0.11403619695289025,0.08428530711508425,-0.0057690855724562284,-0.00785629818298543,-0.013754983132935938,,0.038720126326628246,0.0034699912115532527,-0.04698819977302104,0.07596617916591225,0.014473764064973221,0.012454063867011256,,-0.02465155002774204,-0.018134766792932536,-0.007571419996504042,0.03797373791351527,0.004138850253930279,-0.05749043505786453,-0.041861518893716435,0.036189771304455276,-0.06365299809009173,-0.026742449003629334,-0.04653631111989053,-0.03599028732103003,-0.050485084426639536,-0.02896704532652375,0.01650508355620027,-0.046795010461508336,0.0760033121008162,-0.040221685213846836,-0.05147665300288833,-0.05603475620706744
