Probe_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
cg02983090,0.425942058741408,0.624059735487575,0.666002783844107,0.546461625641682,0.4058936905584911,0.541146965794464,0.47251940619402,0.58881618691927,0.711292522168082,0.577572323334687,0.780703075331744,0.655146664126131,0.6613344625908609,0.535498766717683,0.7232605557212991,0.7466190547090791,0.334874829268539,0.5765627010317739,0.7557947659596701,0.701416457013788,0.621430605661184,0.628227520777619,0.7949382405926261,0.738617860522542,0.74007332060572,0.777884337581884,0.7584554832341841,0.7803224405659029,0.6056499019593421,0.714953915311348,0.678379272034717,0.702611574646097,0.682145831680466,0.726778009501503,0.568976129171973,0.5379387948036509,0.620275823881652,0.621957598403313,0.5178974266312311,0.601708908807491,0.5529642243580021,0.776871744712101,0.713979342789989,0.767635173333457,0.552744308996708,0.5894182534117,0.768165285610673,0.4210201795954901,0.5297502066718379,0.723376067180252
cg00033551,0.311993171148101,0.24912456228114105,0.24079005770084305,0.234667718398738,,0.323021060275962,0.34615384615384603,0.23467023172905505,0.279852431862671,0.201920361479808,0.18988473767885505,0.201901743264659,0.244751563014149,0.34092046023011496,0.247686077902044,0.21090909090909105,0.287257852898047,0.36439834024896295,0.21892319873317487,0.22657367668097306,0.277920301009064,0.229770607511974,0.22417902542372886,,0.25425676381489604,0.18074296185240696,0.247379850816731,0.278114539039175,0.271913900414938,0.26422302529685104,0.322325613936892,0.22157629960872,0.248196031268791,0.224317393271987,0.261139992573338,,0.251290877796902,,0.367999365381564,0.257849666983825,0.241235708336488,0.218905803363691,0.170469798657718,0.171042471042471,0.29379649218590004,0.249052261034389,0.147399556322406,,0.264247208317289,0.25612944252102
cg02072495,0.5083182073991099,0.7383986419700551,0.702128731323371,0.709799867633025,,0.460911735007828,0.359033600581199,0.608182642187592,0.6817871843911961,0.6298142235012789,0.674384451187519,0.642544845408186,0.6847486347125369,0.511576117825922,0.612851130148937,0.773576044422127,0.598955013325136,0.5253821214868449,0.7888189027211949,0.607132249732974,0.6214157771864929,0.759368317596178,0.784648012139256,0.718647946644837,0.752293890968412,0.757023761330059,0.7495585891940271,0.7019081478773791,0.461769793468455,0.6651405141570661,0.482721441843077,0.648776563493964,0.6442887712093629,0.764663968151695,0.650517193695971,,0.5769572537497379,0.6784780573100521,,,0.597064388307833,0.7172405255601451,0.7100444493031509,0.7878586500245971,0.662563189987712,0.623795118113701,0.8208605788573959,0.418563824813761,0.6902024602036939,0.569447143330745
cg00738178,0.524311976915759,0.6503429115653641,0.60361963567817,0.493918799278583,,0.498257865514521,0.30603886746624703,0.559498254665464,0.669298469952275,0.449889661162555,0.6529955292696639,0.6042951571884261,0.6183306687309879,0.417358385666959,0.55420501420294,0.636108931863828,0.5674283052487471,0.35364387956013704,0.4635094957895949,0.535302403608496,0.6651929717863149,0.5515630965246751,0.717479617282797,0.427004653055765,0.648376305894343,0.6677003057244351,0.677316116188616,0.6644513292091321,0.510749071097487,0.6361428188141639,0.384443164290261,0.58850670538489,0.6181575167419859,0.7099006084221609,0.645022351566499,0.268397641824142,0.60713130489277,0.6462533979380469,,0.498999755968587,0.57294192096091,0.5418046597185739,0.67773249886879,0.6987163968640261,0.469935120576095,0.6423043341855059,0.7665208276468379,0.338405848273155,0.582808147705929,0.567197933752958
cg08786003,0.648531156850814,0.795977616726878,0.6894911638148001,0.668484591920434,0.684814424945423,0.722472291722696,0.7206830386751429,,0.8133813858967951,0.712135015646313,0.734401558591861,0.730657427019992,0.7237069258712241,0.697896295324996,0.7460973224480079,0.7178043114080641,0.7794816248712709,,0.771350693365788,0.78685012444765,0.738276828110587,0.772351755946611,0.7518584147738829,0.729199323004764,0.712736281399996,0.7460450341775491,0.7977740239837929,0.7937967652542891,0.73916270769193,0.7857272236735129,0.617507999049645,0.7458449009354531,0.719156191750514,0.7002205854886159,0.7475728169905109,0.7605776595261109,0.8219684856078079,0.8191668741799721,0.7606934647683249,0.808299066572177,0.719451336304075,0.68809248529661,0.779517243651096,0.7841080886407241,0.7758801898562371,0.866358925893683,0.801349157777794,0.750578611487236,0.6687113598887231,0.7249606067175
cg17569842,0.4089083899896789,0.3458688082115661,0.17334231604667302,0.189815714620995,,0.2960309648696289,,0.27797714756763203,0.285965661242276,0.231069911888147,0.117576300547573,0.187659483409855,0.21026311970567,,0.367974814671354,0.219517388326628,0.25199220452782395,0.264105895347093,0.135833688352309,0.28769639860651297,0.191757516236776,0.18386761435810609,0.22261390315149104,0.216367295160417,0.238512027806919,0.173579502566549,0.204594110507802,0.384408588727628,0.21876921706590305,0.204612751898218,0.443257902106835,0.201821055888781,0.23227124449896205,0.31680523715959696,0.230369570253935,0.329472882975786,0.2049216361645589,0.208254492285307,,0.32805162678000604,0.323362312166069,0.156104761535371,0.201142986698137,0.17130382289987306,0.210729473682172,0.234920930283853,0.12863594133266198,0.312426929434652,0.159333370608435,0.32148793248553004
cg08948808,,0.78239394942901,0.8619917163148259,0.768259564864451,0.67884960226934,0.673255702839181,0.712061643103501,0.702883441610214,0.842504622231575,0.707064916567485,0.732334892665,0.7982583860705091,0.708981933439343,0.718209950421635,0.771844573218485,0.7251899126688149,0.725527984621624,0.7557052150953799,0.6924879386699789,0.7544732358276359,0.863167133866217,0.812151326730883,0.774731298327053,0.713380641064865,0.86001577567419,0.8039871181060531,0.785881123530889,0.748517822593873,0.723275910467504,0.7418081280775041,0.7912791735079259,0.808038030454298,0.7938853523989201,0.8068506863594029,0.676310737070715,0.750722765325723,0.748102051557961,0.856901522205598,0.683155549259385,0.7795073308644709,0.7616866575941991,0.7718974488047591,0.7522106023623191,0.7728168945808199,0.795145297996532,0.7759028212998041,0.781745259707987,0.651985206715089,0.6358454960999921,0.7307593636713621
cg26151206,,0.8367112581050921,0.8646447983484821,0.889943740922851,0.8768515995790741,0.8477133029545401,0.8654267721228158,,0.8944852459345931,0.833115876742913,0.848037554945736,0.8639856683934241,0.8824384759954069,0.86810768433162,0.871294536745503,0.85800692267635,0.9073846775552108,0.8776283537845841,0.916715065903558,0.856915123184273,0.8603590141559408,0.8876544597231241,0.8365513855350051,0.868415370901093,0.905892943841865,0.8951987345881569,0.91881757724572,0.9343590612477471,,0.913610775735047,0.834018680047352,0.8618238372087769,0.927968926611534,0.8763883803821608,0.879196883151027,0.8882659938046809,0.8806086472050642,0.902683551049026,0.8651622423645641,0.8771593421315791,0.826751403923606,0.9065120748044352,0.887082273307935,0.9001150476930592,0.8633473489301379,0.913548024833754,0.910768193653093,0.90152877833154,,0.905854470325149
cg13480937,0.634113459780559,0.6772811598082601,0.7516365700785149,0.628741635994996,0.6775657159876489,0.6793132756295369,0.618213426836535,0.650730674647824,0.8207276697301898,0.634770231094283,0.8206308187301559,0.793317456505818,0.7653258379793639,0.643617053506964,0.746475376232502,0.7056902259248828,0.6789439368132509,0.66441899433914,0.8724095244275708,0.6279442560951329,0.7800312407541229,0.80915847403237,0.8110210511270329,0.62770440010798,0.811733211448472,0.7905639254897601,0.8581173729609058,0.824308513603785,0.762112940529544,0.758826520880266,0.68344165768231,0.790089425656657,0.7897650680728571,0.77610274526284,0.7340725365334498,0.760710955686976,0.830463078231668,0.7904025967744741,0.712608929458606,0.8232036318144621,0.72834218958997,0.7901303182800591,0.8024770906028171,0.8796069923418349,0.698455818719949,0.6861881257107011,0.78870262269725,0.6882015024903331,0.652537881504326,0.8160122758619051
cg25622366,0.0876619445453445,,0.190951516722842,0.0568897178829564,0.15590301382279598,0.0919494869771113,0.0699741898480069,0.156946039035591,0.102179967348507,0.0381610236666289,0.0773229369720598,0.161809166767445,0.0294957183634634,0.0855024451806279,0.0657545869127161,0.0853357578906351,0.0768864329268293,0.0762463343108504,0.0592616935042173,0.0728198317839752,0.15060577819198498,0.0926089517078916,0.0570525365045913,0.16788958770090806,0.0472661951274279,0.036648177496037986,0.0507288629737609,0.0767704820472129,0.16499011263004,0.0247011952191235,0.0615902672170324,0.0587818696883853,0.149186602870813,0.0794451450189155,0.114117068371864,0.0898937917442242,0.0795305164319249,0.0653779857178035,0.0766300496102055,0.10979106923392096,0.12897495114585195,0.0500043406545707,0.0497072911122938,0.0200260338439972,0.0571884256094782,0.11596548004315,0.076030534351145,0.134972454601102,0.0569706618148738,0.0835620076126405
